Jurisdiction,AbbreviatedDistrict,Full District Name,Type of Zoning District ,Is it an Overlay District?,1-Family,2-Family,3-Family,4+-Family,1-Family Min. Lot (ACRES),2-Family Min. Lot (ACRES),3-Family Min. Lot (ACRES),4+-Family Min. Lot (ACRES)
Essex,DMID,Design Municipal/Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Essex,EV,Essex Village,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.344,,,
Essex,HG-1,Heritage Gateway,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.689,0.689,,
Essex,LI,Limited Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Essex,MI,Municipal & Industrial Service,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Essex,RLC,Residential Life Care,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Allowed/Conditional,0.918,,,10
Essex,RM,Rural Residence — Multifamily,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1.837,1.837,2.755,3.673
Essex,RRR,River Road Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.984,,,
Essex,RU,Rural Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.837,,,
Essex,VR,Village Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.377,,,
Essex,WF,Waterfront Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Fairfield,A,Residence A,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.22,,,
Fairfield,AA,Residence AA,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Fairfield,AAA,Residence AAA,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Fairfield,B,Residence B,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.14,0.206,,
Fairfield,BD,Beach,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.215,,,
Fairfield,C,Residence C,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.172,0.2295,0.286
Fairfield,CDB,Center Designed Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Fairfield,DCD,Designed Commercial,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Fairfield,DI ,Designed Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Fairfield,DR,Designed Residence,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Fairfield,DRD,Designed Research,Primarily Residential,No,Special Permit,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Fairfield,FPD,Floodplain,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Fairfield,NDB,Neighborhood Designed Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Fairfield,R-2,Residence R-2,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.32,,,
Fairfield,R-3,Residence R-3,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Farmington,AP,Aquifer Protection,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Farmington,B1,Business B1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,BR,Business Restricted,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,C1,Industrial C1,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9,,,
Farmington,CR,Industrial C2,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.9,,,
Farmington,EE,Earth Excavation,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,FC,Farmington Center,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Farmington,Flood Perimeter Overlay,Flood Perimeter Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Farmington,FP,Floodplain,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,FV,Farmington Village,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Farmington,HOD,Housing Opportunity,Primarily Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,45,,,
Farmington,MOC,Medical Office Campus,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,PR,Professional Office,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Farmington,PZAH,Affordable Housing,Primarily Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.14,0.16,,
Farmington,R12,Residential 12,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.28,,,
Farmington,R20,Residential 20,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Farmington,R30,Residential 30,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.69,,,
Farmington,R40,Residential 40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.91,,,
Farmington,R80,Residential 80,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.83,,,
Farmington,R9,Residential 9,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,"0.21, 0.28, 0.41,  0.55",0.28,0.41,0.55
Farmington,RDM,Designed Multiple Residence,Primarily Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,5,,,
Farmington,S-A,Senior-Active Adult Housing,Primarily Residential,No,Prohibited,Prohibited,Prohibited,Allowed/Conditional,10,,,
Farmington,UC,Unionville Center,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Farmington,UV,Unionville Village,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Franklin,C-1,C-1 Retail Commercial,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2.3,,,
Franklin,C-2,C-2 Mixed Commercial & Light Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Franklin,I,Industrial,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,"2.75 for elderly, 150 for age-restricted"
Franklin,PRDD,Planned Recreation Development,Mixed with Residential,No,Special Permit,Special Permit,Prohibited,Prohibited,0.92,0.92,,
Franklin,R-120,R-120 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,2.75,2.75,,
Franklin,R-80,R-80 Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Special Permit,1.84,1.84,,"2.75 for elderly, 150 for age-restricted"
Glastonbury,AAAZONE,Residence AAA,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.918273645546372,0.918273645546372,,
Glastonbury,AAZONE,Residence AA,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.573921028466483,0.573921028466483,,
Glastonbury,ARZ,Adaptive Redevelopment,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Glastonbury,AZONE,Residence A,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.344352617079889,0.344352617079889,,
Glastonbury,BDZONE,Planned Business & Development,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.37741046831955,1.37741046831955,,
Glastonbury,CRZONE,Country Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.83654729109274,1.83654729109274,,
Glastonbury,FLOODZONE,Floodplain ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Glastonbury,PAD,Planned Area Development,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Glastonbury,PCZONE,Planned Commerce,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Glastonbury,PEZONE,Planned Employment,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.918273645546372,0.918273645546372,,
Glastonbury,PLNINDZONE,Planned Industrial,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.918273645546372,0.918273645546372,,
Glastonbury,RESV,Reserved Land,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Glastonbury,RRZONE,Rural Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.918273645546372,0.918273645546372,,
Glastonbury,TC,Town Center,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.918273645546372,0.918273645546372,0.918273645546372,0.918273645546372
Glastonbury,TCMU,Town Center Mixed Use,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.229568411386593,0.229568411386593,0.229568411386593,0.229568411386593
Glastonbury,TRAVEL,Planned Travel,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,10,10,,
Glastonbury,VCZONE,South Glastonbury Village Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.46,0.46,0.46,0.46
Glastonbury,VRZONE,South Glastonbury Village Residential,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.229568411386593,0.229568411386593,,
Goshen,CB,Town Center Business,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Goshen,RA-1,Residential-Agricultural,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Goshen,RA-2,Residential-Agricultural 2,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Goshen,RA-5,Residential-Agricultural 5,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,,,
Goshen,RR,Rural Recreation,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Goshen,WL,Woodbridge Lake,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.8,,,
Granby,C1,Neighborhood Shopping,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Prohibited,1,,,
Granby,C2,Business,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Prohibited,0.459136822773186,,,
Granby,CC,Center Commons,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,5,5,5
Granby,CE,Center Edge,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.69,8,8,8
Granby,COCE,Commercial Center,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,,,
Granby,ED,Planned Economic Development ,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Prohibited,10,10,10,
Granby,I,Industrial,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1.03305785123966,,,
Granby,OP,Office Park,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Prohibited,1,,,
Granby,PDM,Planned Development Multifamily,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,5,,,
Granby,R2A,Rural Residential R2A,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Granby,R30,Residential R30,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.688705234159779,,,
Granby,R4A,Rural Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,4,,,
Granby,R50,Rural Residential R50,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.14784205693296,,,
Granby,T-1,Neighborhood & Commercial Transition,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.688705234159779,,,
Greenwich,BEX-50,Executive Office Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Greenwich,CGB,Central Greenwich Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,CGBR,Central Greenwich Business Retail,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,CGIOZ,Central Greenwich Impact Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Greenwich,COZ,Coastal Overlay,Mixed with Residential,Yes,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Greenwich,GB,General Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,GBO,General Business-Office,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,H-1,Hospital H-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Greenwich,H-2,Hospital H-2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Greenwich,HO,Historic Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Greenwich,IND-RE,Industrial Re-Use Overlay,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,LB,Local Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,LBR,Local Business Retail,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.46,,
Greenwich,P,Parking,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Greenwich,PRIOZ,Post Road Impact Overlay,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Greenwich,R-12,R-12 Single Family,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.275,,,
Greenwich,R-20,R-20 Single Family,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.459,,,
Greenwich,R-6,R-6 Single and Two Family ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.172,0.172,,
Greenwich,R-7,R-7 Single Family ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.172,,,
Greenwich,R-C,Residential Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Greenwich,R-C12,R-C12 Residential Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.275,,,
Greenwich,R-C20,R-C20 Residential Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.459,,,
Greenwich,R-C7,R-C7 Residential Conservation ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.172,,,
Greenwich,R-MF,Multifamily,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.082,0.082,.055 per family,0.055
Greenwich,R-PHD-E,Residential Planned Housing Design Elderly ,Primarily Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Greenwich,R-PHD-SU,Residential Planned Housing Design-Small Unit,Primarily Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,".041 (studio or 1BRs), .068 (2BRs)",".041 (studio or 1BRs), .068 (2BRs)"
Greenwich,R-PR,Planned Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Greenwich,RA-1,1 Acre Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Greenwich,RA-2,2 Acre Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Greenwich,RA-4,4 Acre Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,4,,,
Greenwich,RA-C1,1-Acre Residential Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Greenwich,RA-C2,2-Acre Residential Conservation,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Greenwich,RA-C4,4-Acre Residential Conservation ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,4,,,
Greenwich,WB,Waterfront Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Griswold,BP,Business Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Griswold,C-1,C-1 Village Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,10,10,10,10
Griswold,C-2,C-2 Highway Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,10,10,10,10
Griswold,Industrial,Industrial,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,0.92,0.92,0.92
Griswold,OSPR,Open Space Passive Recreation,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Griswold,R-40,R-40 Medium Density Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Griswold,R-60,R-60 Low Density Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Griswold,R-80,R-80 Rural Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Griswold - Jewett City,Commercial,Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Griswold - Jewett City,Industrial - JC,Industrial ,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Griswold - Jewett City,Residential,Residential ,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,,,,
Griswold - Jewett City,Residential Commercial,Residential Commercial ,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Griswold - Jewett City,Residential Multifamily,Residential Multifamily,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
